text,true_label,predicted_label
thích nhạc đen đơn giản chạm tâm hồn thấy mình cần phải sống tử tế dù cuộc sống cám dỗ phải thật mạnh mẽ dù phải đối mặt khó khăn em chỉ muốn nói lời cảm ơn anh đen ekip nỗ lực không ngừng để tạo sản phậm tuyệt vời như âm nhạc anh không chỉ để nghe để ngẫm lời bài hát hướng giá trị nhân văn cao đẹp giáo dục đạo đức người,praise,neutral
để trở tui kb ngày rồi tuyên quang ghi nhận 41 ca f0 1312021,neutral,neutral
noth describ fele right,praise,neutral
31 ngày nữa tết gòi 3 yeah,neutral,neutral
tuần sau nha rồi mau mau thôi,neutral,neutral
202 vẩn,neutral,neutral
kay len top 1 đê híc bực,neutral,neutral
5p45 súc động thật luôn ý suýt khóc,neutral,neutral
ý nghĩa,neutral,neutral
thi rớt đừng nhà,neutral,neutral
nghe mấy bài này nó sâu sắc hơn bài thiên đàng nó ý nghĩa hơn,neutral,neutral
nhớ nhà mẹ ơi,neutral,neutral
2025 nghe nhạc không,neutral,neutral
èo khúc đầu vãi anh chị lưu hương giang đúng hp thật,neutral,neutral
kinh motobik honda vison color kk,neutral,neutral
đoạn cuối phải thêm đức phúc ế lâu năm,neutral,neutral
thích a đen cười,praise,neutral
2 tháng nữa bài hát tròn 1 năm mắt thời gian tết thấy nhớ nhà thực sự,neutral,neutral
cortisol listen masterpiec,neutral,neutral
bài hát người biết,neutral,neutral
ơ thế sắp tết rồi cơ,neutral,neutral
bài hát ý nghĩa thế nhạc việt người nghe khắp thế giới chưa biết thật đáng tiếc,neutral,neutral
bài hát chính xác,neutral,neutral
mv phải gọi tuyệt vời,praise,neutral
quay cuối cảnh chú hạnh phúc cô kim hải kết hôn 34 năm xong chốt đp chửa 1 nửa yêu thương kìa,praise,neutral
top1 trending chúc mừng đức phúc 3,neutral,neutral
em thích nhất mấy cặp lgbt luôn í ạ3,praise,neutral
nguyễn đp singer,neutral,neutral
cún bảo bối erik,neutral,neutral
nghe nghìn lần không chán,neutral,neutral
nghe bài ông bà nội chưa chét,neutral,neutral
thiếu trấn thành hariwon rồi,criticism,neutral
giá mua bài itunes mình muốn sở hữu bài hát 3 phúc bán bài hát itunes mình ủng hộ hết mình,neutral,neutral
tiktok asid peak song,neutral,neutral
tiếc fan a đen không đông toàn view sạch chỉ top 3,neutral,neutral
bài hát ý nghĩa ạ,neutral,neutral
chúc tết mọi người chúc tết anh đen vâu,neutral,neutral
ân thi hung yên điểm danh phát,neutral,neutral
lyrics nhạc giờ tắt phố thức đèn đường hiu hắt chút mưa bay mi mắt rồi đưa em đêm nay giờ phố mấy đôi thầm nhỏ to tíu tít chạy rồi đưa em đêm nay tim em đau rồi chân em mỏi rồi đông rồi em mình thế thôi đêm nay thật dài em mệt nhoài sương rơi đêm lạnh đầy đưa em đêm nay take me back back home đường chẳng xa đưa em ba ngã năm năm ngã ba nhà take me back back home đường chẳng xa đêm khuya rồi không đưa em nhà lalala lalala lalala đưa em lalala la lalala không đưa em let me take you home baby from nine to five tan ca thật mỏi mệt em biết đường tuyệt nhiên không khó lẽ sự cô đơn khiến đôi chân em mỏi oh em xa anh đưa nha đừng mình đường người không vội anh đợi dừng bao nhiêu lần đèn đỏ chỉ khiến anh vui thôi tim em đau rồi chân em mỏi rồi đông rồi em mình thế thôi đêm nay thật dài em mệt nhoài sương rơi đêm lạnh đầy đưa em đêm nay take me back back home đường chẳng xa đưa em ba ngã năm năm ngã ba nhà take me back back home đường chẳng xa đêm khuya rồi không đưa em nhà lalala lalala lalala đưa em lalala la lalala không đưa em phố ngoài nhớ em nơi biết bao lần nhạt dần chẳng đúng hẹn nơi em dừng chân oh babe đêm nay thật dài anh biết giờ em cảm thấy bước em thật mệt nhoài sương rơi đêm lạnh đầy em không để anh đưa em nhà đêm nay take me back back home đường chẳng xa đưa em ba ngã năm năm ngã ba nhà take me back back home đường chẳng xa đêm khuya rồi không đưa em nhà lalala lalala lalala đưa em lalala la lalala không đưa em,praise,neutral
mv,neutral,neutral
xem mv tới đoạn hồng hạnh chạy ôm cát tường khóc luôn thêm hành động vuốt tóc nữa trời ơi,neutral,neutral
cưng xỉu luôn á,neutral,neutral
bài hát mình phải rep rep để nghe thật sự cảm xúc quả thật không hơn nhà,neutral,neutral
gần 10 triệu rồi,neutral,neutral
chạm nổi lòng biết bao người sắp tết nghe bài độc hành thấy vui háo hức tuyệt,praise,neutral
bày nhất 3 bày đứng đầu,neutral,neutral
bài vãi càng nghe càng,neutral,neutral
anh yêu em thế thôi,praise,neutral
hơn,neutral,neutral
top 1 trending are love đức phúc,neutral,neutral
thanh hoá,neutral,neutral
sumer 2026 go fel like relaxchilenjoy,praise,neutral
god 1 mv đủ đầy ý nghĩa dành al nhìn thấy bóng dáng mình ck,neutral,neutral
gần tết rồi mn chuẩn tới rồi,neutral,neutral
nhà quan trọng nhất,neutral,neutral
đ ị t c o n m ẹ c á i t h ằ n g đ i ế m p h ú c l ồ n,neutral,neutral
thích bài đen cực,praise,neutral
đưa tia em đưa tia 3 ngã 5 ngã 5 sang ngã 3 đưa tia nhà,neutral,neutral
reali chang cant believ eye,neutral,neutral
tuyệt vời,praise,neutral
vừa khóc vừa nghe nhạc lấy chồng xa năm nay vướng dịch mấy tháng rồi chưa gặp mẹ nhớ nhà,neutral,neutral
agn danc,neutral,neutral
để ý phần trân trọng cảm ơn cún erik gọng kính erik không,neutral,neutral
way fel cortisol lower rn,neutral,neutral
không hiểu nghe nhạc đp khóc,neutral,neutral
hôm nay mình xem bài hát đầu tiên vtv3 mình bài hát hơn yêu,praise,neutral
make cortisol level lower,neutral,neutral
ý nghĩa cuối năm hát ráp bài mới thật nhà đáng nghe,neutral,neutral
năm nay thi tuyển sinh anh vâu định bài mới kh,neutral,neutral
mk không ngời a đen vâu yt 5 năm mới 339 triệu sup,neutral,neutral
mình lần nge bài không biết nước mắt rơi,neutral,neutral
m nghĩa vụ đứa hỏi m sừng dài bn mày 113,neutral,neutral
chủ kênh bắt trend luôn,neutral,neutral
yay cortisol finali lower,neutral,neutral
lớp kiểu học muộn nhà không bài nhà thiếu bài nhà thiếu khăn quàng nhà không đồng phục nhà yah yah,criticism,neutral
10m view rồi dìa dia,neutral,neutral
7 năm chưa lần ăn tết mẹ đẻ,neutral,neutral
tui khóc luôn,neutral,neutral
chưa zingmp3,neutral,neutral
bài ngày 142 ý nghĩa hơn,neutral,neutral
anh ơi,neutral,neutral
t1 thinhanh mv đóm t2 sếp tùng t3 đen vâu,neutral,neutral
không icm xóa video hơn yêu trở top 1 thịnh hành,neutral,neutral
xe mới luôn 67 roi,neutral,neutral
ơn chúa ơi hãy du lịch nghỉ dưỡng tại phú quốc đà lạt hội an hãy khỏe mạnh,neutral,neutral
bài nghe năm sang năm khác thấy hayảo thật đấy v,neutral,neutral
tuyệt,praise,neutral
em nghe bài xong tự em cảm thấy em trở thanh xuân,neutral,neutral
em chào anh hơn yêu anh hát video hình ảnh đẹp ạ,praise,neutral
rồi phải nhà,neutral,neutral
sắp nhà rồi lòng nặng trĩu mang tâm sự năm chưa chẳng đồng để trở mong mọi thứ trở bình thường mọi người không phải sợ covid đáng ghét nữa,criticism,neutral
mv,neutral,neutral
cover bài em thấy anh buồn anh,criticism,neutral
giọng hát form laos,neutral,neutral
bài hát ý nghĩa giọng hát,neutral,neutral
zờ mới xem mv uí,neutral,neutral
bro aint way chang titl low cortisol song,neutral,neutral
bài cuối bài v ạ,neutral,neutral
covid quákhỏi nhà,neutral,neutral
sắp 1 triệu like,neutral,neutral
mv để tỉ lệ 189 rồi ak,neutral,neutral
2025 điểm danh,neutral,neutral
sa palào cai want go home,neutral,neutral
insert one low cortisol tachyon gif,neutral,neutral
cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi dịch ngay nóng yêu bé phúc,praise,neutral
thật sự lần đầu tiên nghe 1 bài hát cảm động rơi nước mắt như bài luôn ạ,neutral,neutral
cảm ơn đức phúc đem cảm xúc thật tích cực tình yêu không phải yêu xa lừa dối không phải tình yêu đồng tính đem mảng miếng hài nhạt nhẽo,praise,neutral
low cortisol,neutral,neutral
cris mai quỳnh anh dthg biết mấy,neutral,neutral
sừng tui cao hơn núi dài hơn sông,neutral,neutral
041 cortisol start decreas speed 12515 reali low cortisol,neutral,neutral
nghe đoạn rap nhà nước mắt không ngừng chảy,neutral,neutral
1m like,neutral,neutral
lou lou nghe thật ấm áp tui 1 số kỉ niệm bài,neutral,neutral
thích giọng justate ghê cơ,neutral,neutral
toi tích việt nam toi la người pháp va toi học tiêng viet,neutral,neutral
mong lời dịch tiếng anh chị hana,neutral,neutral
mv tuyệt vời ca ngợi tình yêu không giới hạn dù già trẻ nhỏ tuổi lớn tuổi khuyết tật hiếm muộn đồng tính dị tính công ngành nghề khác nhau không giới hạn tình yêu,praise,neutral
sống ngày bài n hot bên nc ngoài,neutral,neutral
ca khuc tuyet voi vân luôn yêu giọng ca đức phúc ngôn thật tuỵet minh khóc nge bài hát chúc phúc luôn thành công,praise,neutral
t điện máy chỗ t trưng bày 79 tivi t bật hết để cày view bài t siêu thị nghe luôn,neutral,neutral
như tui không cứ buồn nghe bài vui hẳn,praise,neutral
cortisol lower,neutral,neutral
ca,neutral,neutral
xem xem không bao h chán cólike khôngcmt,neutral,neutral
không biết bài hát nghe ngày như mình không nhỉ,neutral,neutral
nghe xong muốn khóc,neutral,neutral
đối hcy âm thầm tất nhửng tốt đẹp người mình yêu không mong chờ nhận chỉ cần vui vẻ hạnh phúc,praise,neutral
sky tặng chú đen 1 like nhé chúc mv thành công,neutral,neutral
hay vaicalon ban oi pro vjp uwu,neutral,neutral
65 cần thơ,neutral,neutral
cmt video youtube clip thật khiến mình xúc động mv thật ý nghĩa quan trọng mv chạm trái tim người mình cám ơn tất mọi người góp sức mv thân thương,praise,neutral
4 năm are ư,neutral,neutral
giờ mới biết tia âm nhạc tia cứ nhẹ nhàng lạ,neutral,neutral
đen vâu dự đoán như thần trời nhà hết trơn rồi,neutral,neutral
chú chó xuất hiện 225 loài thế ạ,neutral,neutral
ê kíp quỷ đỏ em chưa ngắm nhìn thông báo anh em không bao ý kiến em,criticism,neutral
video,neutral,neutral
x2 nghe,neutral,neutral
nghe không nè,neutral,neutral
đen vâu justa te,neutral,neutral
nghe mãi không thấy chán luôn,neutral,neutral
đức phúc nhìn dễ thương thật vậy mà cũng có đứa chê đúng là bọn óc chó fan quân ap mà còn thấy vậy,praise,neutral
phúc ơi video cảm động nữa,neutral,neutral
kiệt sức chỉ giữ mình không xấu xa,neutral,neutral
ế xem mv chút gato nhẹ,neutral,neutral
thật phải bấm stop để đọc lá thư h,neutral,neutral
thật nhất năm 202 mình nghĩ thôi chứ thật,neutral,neutral
mẹ không nhớ hồ sưa ngta chỉ liếc lườm mẹ đủi bà muốn kêu bà ngủ nhờ thiệt không phải bà chỉ muolsn rủi,neutral,neutral
pov low cortisol,neutral,neutral
phản hồi thứ 478 nè,neutral,neutral
tết này được về nhà lại là một năm đón tết không có mẹ,neutral,neutral
ua cặp hồ hoài anh ct roi ma,neutral,neutral
tet come son,neutral,neutral
tik tok bây bên xem c tia hát dễ thươngchúc a hiếu c tia hạnh phúc2ac đẹp đôi tình yêu 2 ngừ dễ thương chân thành,praise,neutral
lần nghe nhà nhớ tết,neutral,neutral
xem mv tự dưng nước mắt mình chảy không nhấn bên nhá,neutral,neutral
40 ngày nữa hết đời quân ngũ sắp mẹ rồi,neutral,neutral
bài nghe kiểu ấm áp,neutral,neutral
047 low cortisol,neutral,neutral
cố top 1 1 tuần,neutral,neutral
dính ạ,neutral,neutral
bây giờ xem không ạ xin 1 like nhé,neutral,neutral
năm nay bé nhỏ không nhà phải sg rồi,neutral,neutral
hôm nhận cuộc gọi chào hỏi người lông mày to tốt bụng bắt mắt cười hiền biết ơn anh chàng khiến hạnh phúc haha,praise,neutral
lâu mới xem mv xúc động nội dung lẫn âm nhạc như thế 3 yêu phúc cmt phải log vô cmt,praise,neutral
muốn bài zingmp3,neutral,neutral
90tr view ròi xuất sắc đen vâu ơi,neutral,neutral
mắc ỉa nhà,neutral,neutral
hơn 9 tháng mv đời,neutral,neutral
nghe muốn quê liền luôn,neutral,neutral
422024 tết xa nhà cầu mong năm mới bố dì e trai đón tết an lành năm mới thật sức khỏe vui rồi,praise,neutral
buồn,criticism,neutral
thôi sau hát bài ngy nghe mới,neutral,neutral
xung dang de cay view,neutral,neutral
vỡ nợ nhà không,neutral,neutral
cortisol increas learn guy copyright strike guy make remix ver,neutral,neutral
chú đen vâu ơi năm nay 2k3 thi văn bài thế ạ,neutral,neutral
51 nhà đậu kìa,neutral,neutral
nhà nhà,neutral,neutral
đôi ước mơ quay ngôi nhà ngày xưa thơ bé xem mẹ gói bánh chưng tiếc thay mẹ giờ xa nhà chẳng nhớ mẹ,neutral,neutral
nghe khóc nhớ nhà,neutral,neutral
team hate covid thích like share giúp đen vâu justate,praise,neutral
năm 2025 ngày đẹp nhất đời anh,praise,neutral
cám ơn chị,neutral,neutral
everyon scientist hors,neutral,neutral
không nhầm đức phúc đồng tính phải không b,neutral,neutral
mv ýa nghĩa,neutral,neutral
hapy new year đen vầu,neutral,neutral
chắc mình người duy nhất khóc xem mv,neutral,neutral
ca mùi đam mỹ kìa,neutral,neutral
wá chế ơi,neutral,neutral
nghe nhà bn 140 nhà bằng mọi giá không,neutral,neutral
mùi dầu ăn 1 clip,neutral,neutral
chúa luôn biết tốt đẹp nhất dành người chỉ cần người gia đình cháu phúc rồi,praise,neutral
peak low cortisol song,neutral,neutral
tình yêu anh luôn thầm lặng,praise,neutral
quảng cáo,neutral,neutral
song reali make cortisol lower thank creat beauti song,neutral,neutral
10m,neutral,neutral
đức phúc chưa kết hôn lần haha,neutral,neutral
nghiện gòi,praise,neutral
đợt gần tết năm ngoái học sg ngày mở nghe sáng trưa tối cứ học mở nghe nôn nức nhà năm nay khác nhà 3 tháng liền rồi,neutral,neutral
phải b hát shark tank deal umbala không nhỉ,neutral,neutral
10 triệu đê,neutral,neutral
người mưu sinh nước ngoài như mình bài chắc chắn top 1 rồi 4 tết japan cry,neutral,neutral
