word,part_of_speech,meaning,example
thân thuộc,danh từ,(hiếm) bà con họ hàng (nói khái quát): giúp đỡ thân thuộc * họ hàng thân thuộc,giúp đỡ thân thuộc * họ hàng thân thuộc
thân thuộc,tính từ,"có quan hệ gần gũi, thân thiết: giọng nói thân thuộc * mùi vị thân thuộc của đồng quê",giọng nói thân thuộc * mùi vị thân thuộc của đồng quê
thân thích,danh từ,người có quan hệ họ hàng gần gũi (nói khái quát): bà con thân thích * thân thích của nhà vua,bà con thân thích * thân thích của nhà vua
thân thể,danh từ,cơ thể của người: rèn luyện thân thể,rèn luyện thân thể
thân thiết,tính từ,có quan hệ tình cảm gần gũi và gắn bó mật thiết với nhau: bạn bè thân thiết * không còn ai thân thiết,bạn bè thân thiết * không còn ai thân thiết
thẩn thơ,tính từ,như thơ thẩn: suy nghĩ thẩn thơ,suy nghĩ thẩn thơ
thẫn thờ,tính từ,"ở trạng thái như ngẩn ngơ, mất hết vẻ linh hoạt, nhanh nhẹn: vẻ mặt thẫn thờ * ánh mắt thẫn thờ",vẻ mặt thẫn thờ * ánh mắt thẫn thờ
thân tình,danh từ,"tình cảm thân mật, chân thành: lấy thân tình mà đối đãi * chỗ thân tình với nhau, anh không phải khách sáo","lấy thân tình mà đối đãi * chỗ thân tình với nhau, anh không phải khách sáo"
thần thông,tính từ,"rất phi thường, có khả năng hiểu thấu mọi sự và biến hoá khó lường: có phép thần thông",có phép thần thông
thân thương,tính từ,"gần gũi, thấm đượm tình cảm yêu thương thân thiết: những tình cảm thân thương * sống trong tình thân thương của mọi người",những tình cảm thân thương * sống trong tình thân thương của mọi người
thần tiên,tính từ,thuộc về thế giới của thần và tiên; thường dùng để ví sự tốt đẹp đạt đến mức không gì sánh nổi: xứ sở thần tiên * chốn thần tiên * thuốc thần tiên,xứ sở thần tiên * chốn thần tiên * thuốc thần tiên
thần tình,tính từ,"rất tài tình, tới mức không thể giải thích nổi: nét vẽ thần tình * cú sút thật là thần tình",nét vẽ thần tình * cú sút thật là thần tình
thân tín,tính từ,gần gũi và tin cậy: tay chân thân tín,tay chân thân tín
thân tộc,danh từ,"bà con, anh em trong cùng một dòng họ (nói tổng quát): quan hệ thân tộc * thân tộc của nhà vua",quan hệ thân tộc * thân tộc của nhà vua
thần tốc,tính từ,"nhanh chóng một cách phi thường, thường nói trong phép dùng binh: cuộc hành quân thần tốc",cuộc hành quân thần tốc
thần trí,danh từ,"(hiếm) tinh thần và tâm trí, nói chung: thần trí sáng suốt",thần trí sáng suốt
thần tượng,danh từ,"tượng thần; dùng để ví cái được tôn sùng, chiêm ngưỡng: thần tượng bóng đá",thần tượng bóng đá
thần xác,danh từ,"(khẩu ngữ) phần thể xác của con người (thường hàm ý chê bai, coi thường): thần xác mệt mỏi * đi từ sáng, giờ mới dẫn thần xác về","thần xác mệt mỏi * đi từ sáng, giờ mới dẫn thần xác về"
thân xác,danh từ,"thân thể, phần xác của con người, về mặt tách khỏi tinh thần, tình cảm: thân xác to lớn * linh hồn thoát ra khỏi thân xác",thân xác to lớn * linh hồn thoát ra khỏi thân xác
thân yêu,tính từ,yêu quý và thân thiết: những người bạn thân yêu * miền quê thân yêu,những người bạn thân yêu * miền quê thân yêu
thận trọng,tính từ,"hết sức cẩn thận, luôn có sự đắn đo, suy tính kĩ lưỡng trong hành động để tránh sai sót: nói năng thiếu thận trọng * thận trọng trong công việc",nói năng thiếu thận trọng * thận trọng trong công việc
thấp,danh từ,(khẩu ngữ) thấp khớp (nói tắt): mắc bệnh thấp,mắc bệnh thấp
thấp,tính từ,"có chiều cao dưới mức bình thường hoặc kém hơn so với những vật khác, hoặc có khoảng cách gần hơn đối với mặt đất so với những cái khác: từ trên cao nhìn xuống thấp * ngọn cỏ thấp là là mặt đất * chuồn chuồn bay thấp thì mưa (tng)",từ trên cao nhìn xuống thấp * ngọn cỏ thấp là là mặt đất * chuồn chuồn bay thấp thì mưa (tng)
thấp,tính từ,"dưới mức trung bình về mặt số lượng, chất lượng, trình độ, giá cả, v.v.: nhiệt độ xuống thấp * mức lương quá thấp * tay nghề còn thấp",nhiệt độ xuống thấp * mức lương quá thấp * tay nghề còn thấp
thấp,tính từ,(âm thanh) có tần số rung động nhỏ: giọng hát hơi thấp * hạ thấp giọng,giọng hát hơi thấp * hạ thấp giọng
thập ác,danh từ,"mười tội nặng nhất, theo quan niệm của đạo Phật hoặc theo pháp luật phong kiến (nói tổng quát): sát sinh là tội lớn nhất trong thập ác",sát sinh là tội lớn nhất trong thập ác
thấp hèn,tính từ,"quá hèn kém, tầm thường, đáng khinh: những thị hiếu thấp hèn * thân phận thấp hèn",những thị hiếu thấp hèn * thân phận thấp hèn
thấp kém,tính từ,kém hơn hẳn so với mức bình thường (nói khái quát): trình độ thấp kém * hạng người thấp kém nhất trong xã hội,trình độ thấp kém * hạng người thấp kém nhất trong xã hội
thập cẩm,tính từ,"(mứt, nhân bánh, món ăn, v.v.) gồm nhiều thứ khác nhau như chất thơm, chất béo, hoa quả, v.v., trộn lẫn với nhau: chè thập cẩm * cơm rang thập cẩm",chè thập cẩm * cơm rang thập cẩm
thập cẩm,tính từ,(khẩu ngữ) gồm nhiều thứ rất khác loại gộp chung vào với nhau: vườn trồng thập cẩm đủ các thứ * bán đủ thứ hàng thập cẩm,vườn trồng thập cẩm đủ các thứ * bán đủ thứ hàng thập cẩm
thấp điểm,danh từ,"thời điểm có lượng hoạt động diễn ra thấp nhất, ít căng thẳng nhất trong ngày: giảm giá điện vào giờ thấp điểm",giảm giá điện vào giờ thấp điểm
thập kỉ,danh từ,"khoảng thời gian từng mười năm một của một thế kỉ, tính từ năm đầu của thế kỉ trở đi: thập kỉ 80 của thế kỉ XX (từ năm 1980 đến năm 1989)",thập kỉ 80 của thế kỉ XX (từ năm 1980 đến năm 1989)
thập thò,động từ,"từ gợi tả dáng vẻ ló ra rồi lại thụt vào hoặc khuất đi, nhiều lần như vậy, có ý như e sợ, rụt rè: thập thò mãi không dám vào",thập thò mãi không dám vào
thấp tầng,tính từ,"(nhà) có ít tầng (nói về những toà nhà lớn, thường có nhiều tầng); phân biệt với cao tầng: nhà chung cư thấp tầng",nhà chung cư thấp tầng
thập kỷ,danh từ,"khoảng thời gian từng mười năm một của một thế kỉ, tính từ năm đầu của thế kỉ trở đi: thập kỉ 80 của thế kỉ XX (từ năm 1980 đến năm 1989)",thập kỉ 80 của thế kỉ XX (từ năm 1980 đến năm 1989)
thập phương,danh từ,"mười phương, theo quan niệm của đạo Phật (đông, tây, nam, bắc, đông nam, tây nam, đông bắc, tây bắc, trên, dưới); khắp mọi nơi: khách thập phương đến lễ chùa",khách thập phương đến lễ chùa
thập lục,danh từ,(khẩu ngữ) đàn thập lục (nói tắt): cây thập lục,cây thập lục
thập niên,danh từ,"khoảng thời gian mười năm, thường được tính từ thời điểm nói: thập niên đầu thế kỉ * những năm cuối của thập niên 90",thập niên đầu thế kỉ * những năm cuối của thập niên 90
thấp thoáng,động từ,"thoáng hiện rồi lại thoáng mất, lúc rõ lúc không: có bóng người thấp thoáng * ""Buồn trông cửa bể chiều hôm, Thuyền ai thấp thoáng cánh buồm xa xa?"" (TKiều)","có bóng người thấp thoáng * ""Buồn trông cửa bể chiều hôm, Thuyền ai thấp thoáng cánh buồm xa xa?"" (TKiều)"
thấp thỏm,động từ,"(trạng thái tâm lí) luôn phấp phỏng, lo âu, không yên lòng trước một việc mà mình chưa biết rõ nó sẽ xảy ra như thế nào hoặc vào lúc nào: tâm trạng thấp thỏm * thấp thỏm lo sợ",tâm trạng thấp thỏm * thấp thỏm lo sợ
thập phân,động từ,lấy cách chia cho 10 làm cơ sở: hệ đếm thập phân,hệ đếm thập phân
thập toàn,tính từ,"(cũ, hiếm) đầy đủ, trọn vẹn hết mọi bề: nhân vô thập toàn (tng)",nhân vô thập toàn (tng)
thất bảo,danh từ,"(hiếm) bảy thứ quý theo quan niệm của người xưa (như: vàng bạc, san hô, hổ phách, xà cừ, v.v.), dùng làm đồ trang sức hoặc để khảm các đồ dùng (nói khái quát): ""Buồng riêng, sửa chốn thanh nhàn, Đặt giường thất bảo, vây màn bát tiên."" (TKiều)","""Buồng riêng, sửa chốn thanh nhàn, Đặt giường thất bảo, vây màn bát tiên."" (TKiều)"
thập tử nhất sinh,,"mười phần chết, một phần sống; ý nói rất nguy kịch: ốm thập tử nhất sinh",ốm thập tử nhất sinh
thất cách,tính từ,"(làm việc gì) trái với quy cách, hoặc không đúng với cách thức thông thường, không hợp lí, nên gây ra những sự bất tiện, kết quả không như ý muốn: nhà làm thất cách, không thoáng gió","nhà làm thất cách, không thoáng gió"
thật,tính từ,"hoàn toàn đúng với nội dung, bản chất hoặc tên gọi: nhà văn Anh Đức tên thật là Bùi Đức ái * hàng thật hàng giả lẫn lộn",nhà văn Anh Đức tên thật là Bùi Đức ái * hàng thật hàng giả lẫn lộn
thật,tính từ,"đúng y như đã có, đã xảy ra trong thực tế, chứ không thêm bớt, không bịa đặt ra: nói thật * chuyện thật mà như bịa * nói đùa mà cứ tưởng thật",nói thật * chuyện thật mà như bịa * nói đùa mà cứ tưởng thật
thật,tính từ,"ngay thẳng, có thế nào thì bộc lộ thế ấy, không dối trá, không giả tạo: yêu thật lòng * thật bụng giúp đỡ",yêu thật lòng * thật bụng giúp đỡ
thật,phụ từ,"từ biểu thị mức độ hoàn toàn đầy đủ để có thể thấy rất rõ, không có gì còn phải nghi ngờ: gọi thật to * quét dọn thật sạch sẽ",gọi thật to * quét dọn thật sạch sẽ
thật,trợ từ,"từ biểu thị ý khẳng định về một mức độ cao của tính chất hay trạng thái mà người nói nhận thấy rất rõ và như muốn trao đổi, thông báo cho người đối thoại: chiếc áo đẹp thật * chết thật, tôi quên bẵng đi mất","chiếc áo đẹp thật * chết thật, tôi quên bẵng đi mất"
thật,trợ từ,"từ biểu thị ý khẳng định về một việc qua thực tế thấy đúng như vậy, phải thừa nhận, không có gì còn phải nghi ngờ: tưởng nó chỉ nói doạ thế thôi, ai ngờ nó làm thật * quả có thế thật * đúng thật","tưởng nó chỉ nói doạ thế thôi, ai ngờ nó làm thật * quả có thế thật * đúng thật"
thất bát,động từ,"(mùa màng) mất mát, thu hoạch kém hơn nhiều so với mức bình thường (nói khái quát): mùa màng thất bát",mùa màng thất bát
thất bại,,"không đạt được kết quả, mục đích như dự định: âm mưu đảo chính bị thất bại * gặp thất bại trên thương trường",âm mưu đảo chính bị thất bại * gặp thất bại trên thương trường
thất bại,,"không giành được phần thắng, phải chịu thua đối phương: cuộc chiến tranh phi nghĩa đã thất bại",cuộc chiến tranh phi nghĩa đã thất bại
thất cơ,động từ,(cũ) sai lầm về mưu kế (nên phải thua đối phương): thất cơ nên bị thua trận,thất cơ nên bị thua trận
thất đảm,động từ,"(cũ) sợ hãi đến mức hoảng hốt, mất hết tinh thần: sợ thất đảm * bị một phen thất đảm",sợ thất đảm * bị một phen thất đảm
thất cử,động từ,không trúng cử: thất cử tổng thống,thất cử tổng thống
thất đức,,"làm tổn hại đến cái đức của tổ tiên, ông bà để lại cho mình và do đó cũng không để lại được cái đức cho con cháu mình mai sau: ăn ở thất đức * làm điều thất đức",ăn ở thất đức * làm điều thất đức
thất hiếu,động từ,"(con cái) lỗi đạo, không giữ tròn chữ hiếu đối với cha mẹ: thất hiếu với mẹ cha",thất hiếu với mẹ cha
